word,category
OBSTACLE,N
OBSTINATE,N
OBSTRUCT,N
OBSTRUCTION,N
ODD,N
ODDITY,N
OFFEND,N
OFFENDER,N
OFFENSIVE,N
OMINOUS,N
OMISSION,N
OMIT,N
OPINIONATED,N
OPPONENT,N
OPPOSE,N
OPPOSE,N
OPPOSE,N
OPPOSITION,N
OPPRESS,N
OPPRESSION,N
OPPRESSIVE,N
ORDEAL,N
ORDER,N
ORPHAN,N
OSTRACIZE,N
OUST,N
OUTBREAK,N
OUTBURST,N
OUTCAST,N
OUTCRY,N
OUTLAW,N
OUTRAGE,N
OUTRAGEOUS,N
OUTSIDER,N
OVERBEARING,N
OVERFLOW,N
OVERLOOK,N
OVERPOWER,N
OVERRUN,N
OVERSIGHT,N
OVERTHROW,N
OVERTURN,N
OVERWHELMING,N
OVERWORKED,N
OWE,N
PAIN,N
PAINFUL,N
PALTRY,N
PANDEMONIUM,N
PANIC,N
PARALYSIS,N
PARALYZED,N
PARANOID,N
PARASITE,N
PARTICULAR,N
PARTITION,N
PASS,N
PASS_0,N
PASS_,N
PASSE,N
PATHETIC,N
PATRONIZE,N
PECULIAR,N
PERIL,N
PERILOUS,N
PERISH,N
PERPLEX,N
PERPLEXITY,N
PERSECUTE,N
PERSECUTION,N
PERTURB,N
PERVERSE,N
PERVERT,N
PESSIMISM,N
PESSIMISTIC,N
PEST,N
PETTY,N
PHOBIA,N
PICK,N
PIECE,N
PINCH,N
PINCH,N
PITIFUL,N
PITILESS,N
PLAGUE,N
PLAGUE,N
PLAINTIFF,N
PLIGHT,N
PLOD,N
PLOT,N
POINT,N
POINTLESS,N
POISON,N
POISONOUS,N
POLLUTE,N
POLLUTION,N
POMPOUS,N
POOR,N
POOR,N
POOR,N
POOR,N
POOR,N
POOR,N
POUND,N
POUT,N
POVERTY,N
POWERLESS,N
PRECARIOUS,N
PRECIPITATE,N
PREDICAMENT,N
PREJUDICE,N
PREJUDICIAL,N
PREPOSTEROUS,N
PRESS,N
PRESUMPTUOUS,N
PRETEND,N
PRETENSE,N
PRETENTIOUS,N
PRISON,N
PRISON,N
PRISONER,N
PROBLEM,N
PROCRASTINATE,N
PROCRASTINATION,N
PROD,N
PROHIBIT,N
PROHIBITION,N
PROHIBITIVE,N
PROPAGANDA,N
PROSECUTION,N
PROTEST,N
PROTEST,N
PROVOCATION,N
PROVOKE,N
PROWL,N
PRY,N
PUNCH,N
PUNISH,N
PUNY,N
PUSH,N
PUSH,N
PUSH,N
PUZZLEMENT,N
QUALM,N
QUANDARY,N
QUARREL,N
QUARREL,N
QUARRELSOME,N
QUEER,N
QUESTIONABLE,N
QUIBBLE,N
QUIT,N
QUITTER,N
RACE,N
RADICAL,N
RAGE,N
RAID,N
RAISE,N
RAMBLE,N
RAMPANT,N
RASCAL,N
RASH,N
RAT,N
RATION,N
RATTLE,N
RAVAGE,N
REACTIONARY,N
REACTIVE,N
REBEL,N
REBEL,N
REBELLION,N
REBELLIOUS,N
REBUFF,N
REBUKE,N
REBUT,N
RECALCITRANT,N
RECEDE,N
RECESSION,N
RECKLESS,N
RECKLESSNESS,N
RECOIL,N
REDUNDANCY,N
REDUNDANT,N
REFRAIN,N
REFUGEE,N
REFUSAL,N
REFUSE,N
REGARDLESS,N
REGRESS,N
REGRESSION,N
REGRET,N
REGRET,N
REGRETTABLE,N
REJECT,N
REJECTION,N
RELAPSE,N
RELUCTANT,N
REMORSE,N
RENOUNCE,N
RENUNCIATION,N
REPEAL,N
REPREHENSIBLE,N
REPRESS,N
REPROACH,N
REPUDIATE,N
REPUGNANT,N
REPULSE,N
REPULSIVE,N
RESENT,N
RESENTFUL,N
RESENTMENT,N
RESIGNATION,N
RESTLESS,N
RESTLESSNESS,N
RESTRICT,N
RESTRICT,N
RESTRICT,N
RESTRICTION,N
RETALIATE,N
RETARD,N
RETIRE,N
RETREAT,N
RETREAT,N
REVENGE,N
REVERT,N
REVOKE,N
REVOLT,N
REVOLUTION,N
RID,N
RIDE,N
RIDICULE,N
RIDICULE,N
RIDICULOUS,N
RIGID,N
RIGOR,N
RIGOROUS,N
RIP,N
RIP,N
RISKY,N
RIVAL,N
RIVAL,N
RIVALRY,N
ROBBER,N
ROBBERY,N
ROGUE,N
ROOT,N
ROT,N
ROTTEN,N
ROUGH,N
ROUGHNESS,N
ROUNDABOUT,N
RUBBISH,N
RUDE,N
RUE,N
RUFFIAN,N
RUIN,N
RUIN,N
RUIN,N
RUIN,N
RUINOUS,N
RUMOR,N
RUMPLE,N
RUN,N
RUN,N
RUNAWAY,N
RUPTURE,N
RUPTURE,N
RUSTY,N
RUTHLESS,N
RUTHLESSNESS,N
SABOTAGE,N
SAD,N
SADNESS,N
SAG,N
SANK,N
SAP,N
SARCASM,N
SARCASTIC,N
SAVAGE,N
SCALD,N
SCANDAL,N
SCANDALOUS,N
SCAPEGOAT,N
SCAR,N
SCARCITY,N
SCARE,N
SCARE,N
SCARED,N
SCARED,N
SCARY,N
SCHEME,N
SCHEME,N
SCOFF,N
SCOLD,N
SCOLD,N
SCORCH,N
SCORN,N
SCORNFUL,N
SCOUNDREL,N
SCOWL,N
SCRAPE,N
SCREAM,N
SCREAM,N
SCREECH,N
SCREECH,N
SCREW,N
SCRUTINIZE,N
SCUFFLE,N
SCUM,N
SECEDE,N
SECESSION,N
SECRECY,N
SECRET,N
SEDENTARY,N
SEETHE,N
SEGREGATION,N
SEIZE,N
SELFISH,N
SELFISHNESS,N
SENILE,N
SENSELESS,N
SENTENCE,N
SEQUESTER,N
SERVE,N
SERVICE,N
SERVITUDE,N
SEVER,N
SEVERE,N
SEVERITY,N
SHABBY,N
SHADOW,N
SHADY,N
SHAGGY,N
SHAKE,N
SHALLOW,N
SHAME,N
SHAMEFUL,N
SHAMELESS,N
SHARK,N
SHELL,N
SHELL,N
SHIPWRECK,N
SHIRK,N
SHIVER,N
SHOCK,N
SHOCK,N
SHOCK,N
SHOCK,N
SHOCK,N
SHODDY,N
SHOOT,N
SHOOT,N
SHOOT,N
SHORT,N
SHORTAGE,N
SHORTCOMING,N
SHORTSIGHTED,N
SHOT,N
SHOVE,N
SHOW,N
SHRED,N
SHREW,N
SHRIEK,N
SHRILL,N
SHRIVEL,N
SHROUD,N
SHRUG,N
SHRUG,N
SHUN,N
SHYNESS,N
SICK,N
SICK,N
SICK,N
SICK,N
SICKLY,N
SICKNESS,N
SIEGE,N
SILLY,N
SIMPLISTIC,N
SIN,N
SIN,N
SINFUL,N
SINISTER,N
SKEPTICAL,N
SKETCHY,N
SKIRMISH,N
SKULK,N
SLAM,N
SLANDER,N
SLANDERER,N
SLANDEROUS,N
SLAP,N
SLASH,N
SLAUGHTER,N
SLAYER,N
SLEAZY,N
SLEEPLESS,N
SLIGHT,N
SLIGHT,N
SLIGHT,N
SLIGHT,N
SLIME,N
SLOPPY,N
SLOTH,N
SLOTHFUL,N
SLUG,N
SLUGGISH,N
SLUMP,N
SLY,N
SMACK,N
SMASH,N
SMASH,N
SMEAR,N
SMOTHER,N
SMUGGLE,N
SNARE,N
SNARL,N
SNATCH,N
SNEAK,N
SNEER,N
SNORE,N
SOB,N
SOMBER,N
SORE,N
SORENESS,N
SORROW,N
SORROWFUL,N
SORRY,N
SORRY,N
SORT,N
SOUR,N
SPANK,N
SPEAR,N
SPILL,N
SPINSTER,N
SPITE,N
SPITEFUL,N
SPLIT,N
SPOIL,N
SPOT,N
SPRAIN,N
SPUTTER,N
SQUANDER,N
STAB,N
STAGNANT,N
STAIN,N
STALE,N
STALEMATE,N
STAMMER,N
STAMP,N
STANDSTILL,N
STARK,N
STARTLE,N
STARVATION,N
STARVE,N
STATIC,N
STEAL,N
STEAL,N
STERN,N
STICK,N
STIFLE,N
STIGMA,N
STING,N
STINK,N
STOLE,N
STOLEN,N
STOLEN,N
STORM,N
STORMY,N
STRAGGLE,N
STRAGGLER,N
STRAIN,N
STRAIN,N
STRANGLE,N
STRAY,N
STRESS,N
STRESS,N
STRICKEN,N
STRICT,N
STRICT,N
STRICT,N
STRIFE,N
STRIKE,N
STRIKE,N
STRINGENT,N
STRUCK,N
STRUGGLE,N
STRUGGLE,N
STRUGGLE,N
STUBBORN,N
STUBBORNLY,N
STUBBORNNESS,N
STUDY,N
STUFFY,N
STUNT,N
STUPID,N
STUPID,N
STUPID,N
STUPIDITY,N
STUPOR,N
SUBJECTION,N
SUBJUGATE,N
SUBJUGATION,N
SUBMISSIVE,N
SUBSERVIENCE,N
SUBSIDE,N
SUBSTITUTION,N
SUBTRACT,N
SUBVERSION,N
SUBVERT,N
SUCCUMB,N
SUCKER,N
SUFFER,N
SUFFER,N
SUFFERER,N
SUFFOCATE,N
SULLEN,N
SUNDER,N
SUPERFICIAL,N
SUPERFICIALITY,N
SUPERFLUOUS,N
SUPERSTITION,N
SUPERSTITIOUS,N
SUPPRESS,N
SUPPRESSION,N
SUSCEPTIBLE,N
SUSPECT,N
SUSPECT,N
SUSPEND,N
SUSPENSION,N
SUSPICION,N
SUSPICIOUS,N
SWEAR,N
SWORE,N
SYMPTOM,N
TABOO,N
TAINT,N
TAMPER,N
TANTRUM,N
TARDY,N
TARIFF,N
TATTER,N
TAUNT,N
TAUNT,N
TAX,N
TEAR,N
TEAR,N
TEASE,N
TEDIOUS,N
TEMPER,N
TEMPER,N
TEMPEST,N
TEMPORARILY,N
TEMPTATION,N
TENSE,N
TENSION,N
TERRIBLE,N
TERRIFY,N
TERROR,N
TERRORISM,N
TERRORIZE,N
THEFT,N
THIEF,N
THIRST,N
THIRSTY,N
THORNY,N
THOUGHTLESS,N
THRASH,N
THREAT,N
THREATEN,N
THROW,N
THROW,N
THUD,N
THWART,N
TIMIDITY,N
TIRE,N
TIRE,N
TIRE,N
TIRED,N
TIRED,N
TIRED,N
TIRED,N
TIRESOME,N
TOIL,N
TOLERABLE,N
TOO,N
TOPPLE,N
TORMENT,N
TORRENT,N
TORTUROUS,N
TOUCHY,N
TRAGEDY,N
TRAGIC,N
TRAITOR,N
TRAMP,N
TRAMPLE,N
TRANSGRESS,N
TRAP,N
TRAP,N
TRAUMA,N
TRAUMATIC,N
TREACHEROUS,N
TREACHERY,N
TREASON,N
TREASONOUS,N
TRESPASS,N
TRICK,N
TRICK,N
TRIVIAL,N
TROUBLE,N
TROUBLE,N
TROUBLE,N
TROUBLE,N
TROUBLESOME,N
TRUANT,N
TRUDGE,N
TRY,N
TRY,N
TURBULENT,N
TURMOIL,N
TURN,N
TURN,N
TWITCH,N
TYRANNY,N
UGLY,N
ULTIMATUM,N
UNACCUSTOMED,N
UNARM,N
UNATTRACTIVE,N
UNAUTHENTIC,N
UNAVOIDABLE,N
UNBEARABLE,N
UNBELIEVABLE,N
UNCIVIL,N
UNCLEAN,N
UNCLEAR,N
UNCOMFORTABLE,N
UNCOUTH,N
UNDEPENDABILITY,N
UNDEPENDABLE,N
UNDERMINE,N
UNDERWORLD,N
UNDESIRABLE,N
UNDID,N
UNDIGNIFIED,N
UNDO,N
UNDONE,N
UNDUE,N
UNEASINESS,N
UNEASY,N
UNECONOMICAL,N
UNEMPLOYED,N
UNEQUAL,N
UNEVEN,N
UNEXPECTEDLY,N
UNFAIR,N
UNFAITHFUL,N
UNFAMILIAR,N
UNFAVORABLE,N
UNFEELING,N
UNFIT,N
UNFORESEEN,N
UNFORTUNATE,N
UNFORTUNATE,N
UNFORTUNATE,N
UNFRIENDLY,N
UNGRATEFUL,N
UNGUARDED,N
UNHAPPINESS,N
UNHAPPY,N
UNHEALTHY,N
UNIMPORTANT,N
UNINFORMED,N
UNJUST,N
UNJUSTIFIED,N
UNKIND,N
UNLAWFUL,N
UNLUCKY,N
UNMOVED,N
UNNATURAL,N
UNNECESSARY,N
UNNERVE,N
UNNOTICED,N
UNOBSERVED,N
UNPLEASANT,N
UNPOPULAR,N
UNPROFITABLE,N
UNQUALIFIED,N
UNREASONABLE,N
UNRELIABILITY,N
UNRELIABLE,N
UNREST,N
UNRULY,N
UNSAFE,N
UNSATISFACTORY,N
UNSCRUPULOUS,N
UNSEEN,N
UNSETTLING,N
UNSOUND,N
UNSPEAKABLE,N
UNSTABLE,N
UNSTEADINESS,N
UNSTEADY,N
UNSUCCESSFUL,N
UNTIMELY,N
UNTRAINED,N
UNTRUE,N
UNTRUSTWORTHY,N
UNTRUTH,N
UNWILLING,N
UNWILLINGNESS,N
UNWISE,N
UNWORTHY,N
UPHEAVAL,N
UPRISING,N
UPROAR,N
UPROOT,N
UPSET,N
UPSET,N
UPSET,N
UPSET,N
UPSET,N
USELESS,N
USURP,N
UTTERANCE,N
VAGABOND,N
VAGRANT,N
VAGUE,N
VAGUENESS,N
VAIN,N
VANISH,N
VANITY,N
VEHEMENT,N
VENGEANCE,N
VENOM,N
VENOMOUS,N
VETO,N
VEX,N
VEXATION,N
VEXING,N
VICE,N
VICIOUS,N
VIE,N
VILE,N
VILLAIN,N
VIOLATE,N
VIOLATION,N
VIOLENCE,N
VIOLENT,N
VIPER,N
VOID,N
VOLATILE,N
VOLATILITY,N
VOMIT,N
VULGAR,N
WAIL,N
WAIT,N
WALLOW,N
WANE,N
WANTON,N
WAR,N
WARFARE,N
WARLIKE,N
WARP,N
WARY,N
WASTE,N
WASTE,N
WASTEFUL,N
WASTEFULNESS,N
WAYWARD,N
WEAKEN,N
WEAR,N
WEARINESS,N
WEARISOME,N
WEE,N
WEED,N
WEEP,N
WEIRD,N
WENCH,N
WHACK,N
WHIMPER,N
WHINE,N
WHIP,N
WHIP,N
WHIP,N
WICKED,N
WICKEDNESS,N
WILD,N
WILD,N
WILD,N
WILD,N
WILT,N
WILY,N
WINCE,N
WITCHCRAFT,N
WITHHELD,N
WITHHOLD,N
WOE,N
WOEFUL,N
WORN,N
WORN,N
WORRIER,N
WORRY,N
WORRY,N
WORRY,N
WORRY,N
WORRY,N
WORSE,N
WORSEN,N
WORST,N
WORTHLESS,N
WOUND,N
WOUND,N
WOUND,N
WRATH,N
WRECK,N
WRESTLE,N
WRETCH,N
WRETCHEDNESS,N
WRINKLE,N
WRITHE,N
WRONG,N
WRONG,N
WRONGFUL,N
WROUGHT,N
YAWN,N
YEARN,N
YELP,N
